Title,Description
Storm-Kiln Artist normal en,"Collector number: 644
Set code: CMM
Set name: Commander Masters
Foil: normal
Rarity: uncommon
type_line: Creature — Dwarf Shaman
color_identity: R
colors: R
mana_cost: {3}{R}
oracle_text: This creature gets +1/+0 for each artifact you control.
Magecraft — Whenever you cast or copy an instant or sorcery spell, create a Treasure token.
Language: en"
Whirlwing Stormbrood // Dynamic Soar normal en,"Collector number: 322
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: normal
Rarity: uncommon
type_line: Creature — Dragon // Sorcery — Omen
color_identity: G, U
colors: U
mana_cost: {4}{U} // {2}{G}
oracle_text: 
Language: en"
"Kolodin, Triumph Caster foil en","Collector number: 364
Set code: DFT
Set name: Aetherdrift
Foil: foil
Rarity: rare
type_line: Legendary Creature — Human Pilot
color_identity: R, W
colors: R, W
mana_cost: {R}{W}
oracle_text: Mounts and Vehicles you control have haste.
Whenever a Mount you control enters, it becomes saddled until end of turn.
Whenever a Vehicle you control enters, it becomes an artifact creature until end of turn.
Language: en"
Krosan Grip normal ja,"Collector number: 116
Set code: STA
Set name: Strixhaven Mystical Archive
Foil: normal
Rarity: rare
type_line: Instant
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Destroy target artifact or enchantment.
Language: ja"
Young Wolf normal en,"Collector number: 425
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: common
type_line: Creature — Wolf
color_identity: G
colors: G
mana_cost: {G}
oracle_text: Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)
Language: en"
"Liesa, Forgotten Archangel normal en","Collector number: 243
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: rare
type_line: Legendary Creature — Angel
color_identity: B, W
colors: B, W
mana_cost: {2}{W}{W}{B}
oracle_text: Flying, lifelink
Whenever another nontoken creature you control dies, return that card to its owner's hand at the beginning of the next end step.
If a creature an opponent controls would die, exile it instead.
Language: en"
Complete the Circuit normal en,"Collector number: 52
Set code: MOM
Set name: March of the Machine
Foil: normal
Rarity: rare
type_line: Instant
color_identity: U
colors: U
mana_cost: {5}{U}
oracle_text: Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
You may cast sorcery spells this turn as though they had flash.
When you next cast an instant or sorcery spell this turn, copy that spell twice. You may choose new targets for the copies.
Language: en"
Storm-Kiln Artist foil en,"Collector number: 260
Set code: CMM
Set name: Commander Masters
Foil: foil
Rarity: uncommon
type_line: Creature — Dwarf Shaman
color_identity: R
colors: R
mana_cost: {3}{R}
oracle_text: This creature gets +1/+0 for each artifact you control.
Magecraft — Whenever you cast or copy an instant or sorcery spell, create a Treasure token.
Language: en"
Thraben Inspector normal en,"Collector number: 301
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: common
type_line: Creature — Human Soldier
color_identity: W
colors: W
mana_cost: {W}
oracle_text: When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Language: en"
It That Heralds the End foil en,"Collector number: 9
Set code: MH3
Set name: Modern Horizons 3
Foil: foil
Rarity: uncommon
type_line: Creature — Eldrazi Drone
color_identity: 
colors: 
mana_cost: {1}{C}
oracle_text: Colorless spells you cast with mana value 7 or greater cost {1} less to cast.
Other colorless creatures you control get +1/+1.
Language: en"
"Malcolm, Alluring Scoundrel foil en","Collector number: 293
Set code: LCI
Set name: The Lost Caverns of Ixalan
Foil: foil
Rarity: rare
type_line: Legendary Creature — Siren Pirate
color_identity: U
colors: U
mana_cost: {1}{U}
oracle_text: Flash
Flying
Whenever Malcolm deals combat damage to a player, put a chorus counter on it. Draw a card, then discard a card. If there are four or more chorus counters on Malcolm, you may cast the discarded card without paying its mana cost.
Language: en"
Counterspell normal en,"Collector number: 81
Set code: CMM
Set name: Commander Masters
Foil: normal
Rarity: common
type_line: Instant
color_identity: U
colors: U
mana_cost: {U}{U}
oracle_text: Counter target spell.
Language: en"
Invasion of Alara // Awaken the Maelstrom foil en,"Collector number: 230
Set code: MOM
Set name: March of the Machine
Foil: foil
Rarity: rare
type_line: Battle — Siege // Sorcery
color_identity: B, G, R, U, W
colors: 
mana_cost: 
oracle_text: 
Language: en"
Common Black Removal normal en,"Collector number: 543
Set code: MB2
Set name: Mystery Booster 2
Foil: normal
Rarity: rare
type_line: Instant
color_identity: B
colors: B
mana_cost: {2}{B}{B}
oracle_text: Choose one. Destroy target creature, then —
• Create a Food token.
• Create a Treasure token.
• Put a menace counter on a creature you control.
• That creature's controller mills cards equal to its power.
Language: en"
Fabrication Foundry foil en,"Collector number: 12
Set code: LCI
Set name: The Lost Caverns of Ixalan
Foil: foil
Rarity: rare
type_line: Artifact
color_identity: W
colors: W
mana_cost: {1}{W}
oracle_text: {T}: Add {W}. Spend this mana only to cast an artifact spell or activate an ability of an artifact source.
{2}{W}, {T}, Exile one or more other artifacts you control with total mana value X: Return target artifact card with mana value X or less from your graveyard to the battlefield. Activate only as a sorcery.
Language: en"
Pillar Tombs of Aku normal en,"Collector number: 67
Set code: VIS
Set name: Visions
Foil: normal
Rarity: rare
type_line: World Enchantment
color_identity: B
colors: B
mana_cost: {2}{B}{B}
oracle_text: At the beginning of each player's upkeep, that player may sacrifice a creature of their choice. If that player doesn't, they lose 5 life and you sacrifice this enchantment.
Language: en"
Anzrag's Rampage foil en,"Collector number: 111
Set code: MKM
Set name: Murders at Karlov Manor
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: R
colors: R
mana_cost: {3}{R}{R}
oracle_text: Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.
Language: en"
Muraganda Raceway normal en,"Collector number: 396
Set code: DFT
Set name: Aetherdrift
Foil: normal
Rarity: rare
type_line: Land
color_identity: 
colors: 
mana_cost: 
oracle_text: Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{T}: Add {C}.
Max speed — {T}: Add {C}{C}.
Language: en"
Sengir Nosferatu normal en,"Collector number: 136
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: rare
type_line: Creature — Vampire
color_identity: B
colors: B
mana_cost: {3}{B}{B}
oracle_text: Flying
{1}{B}, Exile this creature: Create a 1/2 black Bat creature token with flying. It has ""{1}{B}, Sacrifice this token: Return an exiled card named Sengir Nosferatu to the battlefield under its owner's control.""
Language: en"
Waterlogged Teachings // Inundated Archive foil en,"Collector number: 261
Set code: MH3
Set name: Modern Horizons 3
Foil: foil
Rarity: uncommon
type_line: Instant // Land
color_identity: B, U
colors: 
mana_cost: 
oracle_text: 
Language: en"
Connive // Concoct foil en,"Collector number: 242
Set code: RVR
Set name: Ravnica Remastered
Foil: foil
Rarity: rare
type_line: Sorcery // Sorcery
color_identity: B, U
colors: B, U
mana_cost: {2}{U/B}{U/B} // {3}{U}{B}
oracle_text: 
Language: en"
Deluge of Doom normal en,"Collector number: 48
Set code: DSC
Set name: Duskmourn: House of Horror Commander
Foil: normal
Rarity: rare
type_line: Sorcery
color_identity: B
colors: B
mana_cost: {2}{B}
oracle_text: All creatures get -X/-X until end of turn, where X is the number of card types among cards in your graveyard.
Language: en"
Laughing Jasper Flint foil en,"Collector number: 215
Set code: OTJ
Set name: Outlaws of Thunder Junction
Foil: foil
Rarity: rare
type_line: Legendary Creature — Lizard Rogue
color_identity: B, R
colors: B, R
mana_cost: {1}{B}{R}
oracle_text: Creatures you control but don't own are Mercenaries in addition to their other types.
At the beginning of your upkeep, exile the top X cards of target opponent's library, where X is the number of outlaws you control. Until end of turn, you may cast spells from among those cards, and mana of any type can be spent to cast those spells.
Language: en"
Counterspell normal en,"Collector number: 630
Set code: CMM
Set name: Commander Masters
Foil: normal
Rarity: common
type_line: Instant
color_identity: U
colors: U
mana_cost: {U}{U}
oracle_text: Counter target spell.
Language: en"
"Gyruda, Doom of Depths normal en","Collector number: 42
Set code: MUL
Set name: Multiverse Legends
Foil: normal
Rarity: rare
type_line: Legendary Creature — Demon Kraken
color_identity: B, U
colors: B, U
mana_cost: {4}{U/B}{U/B}
oracle_text: Companion — Your starting deck contains only cards with even mana values. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.)
When Gyruda enters, each player mills four cards. Put a creature card with an even mana value from among the milled cards onto the battlefield under your control.
Language: en"
Mangara of Corondor normal en,"Collector number: 27
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: rare
type_line: Legendary Creature — Human Wizard
color_identity: W
colors: W
mana_cost: {1}{W}{W}
oracle_text: {T}: Exile Mangara and target permanent.
Language: en"
Eldrazi Linebreaker foil en,"Collector number: 117
Set code: MH3
Set name: Modern Horizons 3
Foil: foil
Rarity: rare
type_line: Creature — Eldrazi
color_identity: R
colors: 
mana_cost: {1}{C}{R}
oracle_text: Devoid (This card has no color.)
Trample
At the beginning of combat on your turn, target creature you control gains haste and gets +X/+0 until end of turn, where X is the number of Eldrazi you control.
Language: en"
Keen-Eyed Curator foil en,"Collector number: 181
Set code: BLB
Set name: Bloomburrow
Foil: foil
Rarity: rare
type_line: Creature — Raccoon Scout
color_identity: G
colors: G
mana_cost: {G}{G}
oracle_text: As long as there are four or more card types among cards exiled with this creature, it gets +4/+4 and has trample.
{1}: Exile target card from a graveyard.
Language: en"
Voldaren Bloodcaster // Bloodbat Summoner normal en,"Collector number: 138
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: rare
type_line: Creature — Vampire Wizard // Creature — Vampire Wizard
color_identity: B
colors: 
mana_cost: 
oracle_text: 
Language: en"
Thopter Fabricator normal en,"Collector number: 304
Set code: DFT
Set name: Aetherdrift
Foil: normal
Rarity: rare
type_line: Artifact — Vehicle
color_identity: U
colors: U
mana_cost: {2}{U}
oracle_text: Flying
Whenever you draw your second card each turn, create a 1/1 colorless Thopter artifact creature token with flying.
Crew 2
Language: en"
Primal Order normal en,"Collector number: 92
Set code: HML
Set name: Homelands
Foil: normal
Rarity: rare
type_line: Enchantment
color_identity: G
colors: G
mana_cost: {2}{G}{G}
oracle_text: At the beginning of each player's upkeep, this enchantment deals damage to that player equal to the number of nonbasic lands they control.
Language: en"
Rain of Filth normal en,"Collector number: USG-151
Set code: PLST
Set name: The List
Foil: normal
Rarity: uncommon
type_line: Instant
color_identity: B
colors: B
mana_cost: {B}
oracle_text: Until end of turn, lands you control gain ""Sacrifice this land: Add {B}.""
Language: en"
Falkenrath Gorger normal en,"Collector number: 152
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: rare
type_line: Creature — Vampire Berserker
color_identity: R
colors: R
mana_cost: {R}
oracle_text: Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Language: en"
Barbed Servitor normal en,"Collector number: 77
Set code: MKM
Set name: Murders at Karlov Manor
Foil: normal
Rarity: rare
type_line: Artifact Creature — Construct
color_identity: B
colors: B
mana_cost: {3}{B}
oracle_text: Indestructible
When this creature enters, suspect it. (It has menace and can't block.)
Whenever this creature deals combat damage to a player, you draw a card and you lose 1 life.
Whenever this creature is dealt damage, target opponent loses that much life.
Language: en"
Spinner of Souls normal en,"Collector number: 112
Set code: FDN
Set name: Foundations
Foil: normal
Rarity: rare
type_line: Creature — Spider Spirit
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: Reach
Whenever another nontoken creature you control dies, you may reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.
Language: en"
Protector of the Wastes normal en,"Collector number: 54
Set code: TDC
Set name: Tarkir: Dragonstorm Commander
Foil: normal
Rarity: rare
type_line: Creature — Dragon
color_identity: W
colors: W
mana_cost: {4}{W}{W}
oracle_text: Flying
When this creature enters or becomes monstrous, exile up to two target artifacts and/or enchantments controlled by different players.
{4}{W}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
Language: en"
Swiftfoot Boots normal en,"Collector number: 258
Set code: FDN
Set name: Foundations
Foil: normal
Rarity: uncommon
type_line: Artifact — Equipment
color_identity: 
colors: 
mana_cost: {2}
oracle_text: Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
Language: en"
Starving Revenant normal en,"Collector number: 338
Set code: LCI
Set name: The Lost Caverns of Ixalan
Foil: normal
Rarity: rare
type_line: Creature — Spirit Horror
color_identity: B
colors: B
mana_cost: {2}{B}{B}
oracle_text: When this creature enters, surveil 2. Then for each card you put on top of your library, you draw a card and you lose 3 life.
Descend 8 — Whenever you draw a card, if there are eight or more permanent cards in your graveyard, target opponent loses 1 life and you gain 1 life.
Language: en"
Stillness in Motion foil en,"Collector number: 334
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: rare
type_line: Enchantment
color_identity: U
colors: U
mana_cost: {1}{U}
oracle_text: At the beginning of your upkeep, mill three cards. Then if your library has no cards in it, exile this enchantment and put five cards from your graveyard on top of your library in any order.
Language: en"
Magus of the Future normal en,"Collector number: 75
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: rare
type_line: Creature — Human Wizard
color_identity: U
colors: U
mana_cost: {2}{U}{U}{U}
oracle_text: Play with the top card of your library revealed.
You may play lands and cast spells from the top of your library.
Language: en"
Spectral Shepherd foil en,"Collector number: 349
Set code: INR
Set name: Innistrad Remastered
Foil: foil
Rarity: uncommon
type_line: Creature — Spirit
color_identity: U, W
colors: W
mana_cost: {2}{W}
oracle_text: Flying
{1}{U}: Return target Spirit you control to its owner's hand.
Language: en"
Scoured Barrens foil en,"Collector number: 267
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: common
type_line: Land
color_identity: B, W
colors: 
mana_cost: 
oracle_text: This land enters tapped.
When this land enters, you gain 1 life.
{T}: Add {W} or {B}.
Language: en"
Consuming Aberration normal en,"Collector number: 238
Set code: FDN
Set name: Foundations
Foil: normal
Rarity: rare
type_line: Creature — Horror
color_identity: B, U
colors: B, U
mana_cost: {3}{U}{B}
oracle_text: Consuming Aberration's power and toughness are each equal to the number of cards in your opponents' graveyards.
Whenever you cast a spell, each opponent reveals cards from the top of their library until they reveal a land card, then puts those cards into their graveyard.
Language: en"
Ram Through foil en,"Collector number: 170
Set code: IKO
Set name: Ikoria: Lair of Behemoths
Foil: foil
Rarity: common
type_line: Instant
color_identity: G
colors: G
mana_cost: {1}{G}
oracle_text: Target creature you control deals damage equal to its power to target creature you don't control. If the creature you control has trample, excess damage is dealt to that creature's controller instead.
Language: en"
Relic of Legends normal en,"Collector number: 236
Set code: DMU
Set name: Dominaria United
Foil: normal
Rarity: uncommon
type_line: Artifact
color_identity: 
colors: 
mana_cost: {3}
oracle_text: {T}: Add one mana of any color.
Tap an untapped legendary creature you control: Add one mana of any color.
Language: en"
Corpses of the Lost normal en,"Collector number: 366
Set code: LCI
Set name: The Lost Caverns of Ixalan
Foil: normal
Rarity: rare
type_line: Enchantment
color_identity: B
colors: B
mana_cost: {2}{B}
oracle_text: Skeletons you control get +1/+0 and have haste.
When this enchantment enters, create a 2/2 black Skeleton Pirate creature token.
At the beginning of your end step, if you descended this turn, you may pay 1 life. If you do, return this enchantment to its owner's hand. (You descended if a permanent card was put into your graveyard from anywhere.)
Language: en"
Kami of Whispered Hopes normal en,"Collector number: 196
Set code: MOM
Set name: March of the Machine
Foil: normal
Rarity: uncommon
type_line: Creature — Spirit
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on that permanent instead.
{T}: Add X mana of any one color, where X is this creature's power.
Language: en"
Burning-Tree Emissary foil en,"Collector number: 374
Set code: 2X2
Set name: Double Masters 2022
Foil: foil
Rarity: common
type_line: Creature — Human Shaman
color_identity: G, R
colors: G, R
mana_cost: {R/G}{R/G}
oracle_text: When this creature enters, add {R}{G}.
Language: en"
Cloudspire Skycycle normal en,"Collector number: 321
Set code: DFT
Set name: Aetherdrift
Foil: normal
Rarity: uncommon
type_line: Artifact — Vehicle
color_identity: R, W
colors: R, W
mana_cost: {2}{R}{W}
oracle_text: Flying
When this Vehicle enters, distribute two +1/+1 counters among one or two other target Vehicles and/or creatures you control.
Crew 1
Language: en"
Jolted Awake normal en,"Collector number: 392
Set code: MH3
Set name: Modern Horizons 3
Foil: normal
Rarity: common
type_line: Sorcery
color_identity: W
colors: W
mana_cost: {W}
oracle_text: Choose up to one target artifact or creature card in your graveyard. You get {E}{E} (two energy counters). Then you may pay an amount of {E} equal to that card's mana value. If you do, return it from your graveyard to the battlefield.
Cycling {2} ({2}, Discard this card: Draw a card.)
Language: en"
Sphere of Annihilation normal en,"Collector number: 121
Set code: AFR
Set name: Adventures in the Forgotten Realms
Foil: normal
Rarity: rare
type_line: Artifact
color_identity: B
colors: B
mana_cost: {X}{B}
oracle_text: This artifact enters with X void counters on it.
At the beginning of your upkeep, exile this artifact, all creatures and planeswalkers with mana value less than or equal to the number of void counters on it, and all creature and planeswalker cards in graveyards with mana value less than or equal to the number of void counters on it.
Language: en"
Ransom Note normal en,"Collector number: 358
Set code: MKC
Set name: Murders at Karlov Manor Commander
Foil: normal
Rarity: rare
type_line: Artifact — Clue
color_identity: 
colors: 
mana_cost: {1}
oracle_text: When this artifact enters, surveil 1.
{2}, Sacrifice this artifact: Choose one —
• Cloak the top card of your library.
• Goad target creature.
• Draw a card.
Language: en"
Mardu Monument foil en,"Collector number: 245
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: uncommon
type_line: Artifact
color_identity: B, R, W
colors: 
mana_cost: {2}
oracle_text: When this artifact enters, search your library for a basic Mountain, Plains, or Swamp card, reveal it, put it into your hand, then shuffle.
{2}{R}{W}{B}, {T}, Sacrifice this artifact: Create three 1/1 red Warrior creature tokens. They gain menace and haste until end of turn. Activate only as a sorcery. (A creature with menace can't be blocked except by two or more creatures.)
Language: en"
Cliffgate foil en,"Collector number: 350
Set code: CLB
Set name: Commander Legends: Battle for Baldur's Gate
Foil: foil
Rarity: common
type_line: Land — Gate
color_identity: R
colors: 
mana_cost: 
oracle_text: This land enters tapped.
As this land enters, choose a color other than red.
{T}: Add {R} or one mana of the chosen color.
Language: en"
Homunculus Horde normal en,"Collector number: 454
Set code: FDN
Set name: Foundations
Foil: normal
Rarity: rare
type_line: Creature — Homunculus
color_identity: U
colors: U
mana_cost: {3}{U}
oracle_text: Whenever you draw your second card each turn, create a token that's a copy of this creature.
Language: en"
Stitch in Time foil en,"Collector number: 229
Set code: RVR
Set name: Ravnica Remastered
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: R, U
colors: R, U
mana_cost: {1}{U}{R}
oracle_text: Flip a coin. If you win the flip, take an extra turn after this one.
Language: en"
Captivating Vampire foil en,"Collector number: 100
Set code: INR
Set name: Innistrad Remastered
Foil: foil
Rarity: rare
type_line: Creature — Vampire
color_identity: B
colors: B
mana_cost: {1}{B}{B}
oracle_text: Other Vampire creatures you control get +1/+1.
Tap five untapped Vampires you control: Gain control of target creature. It becomes a Vampire in addition to its other types.
Language: en"
"Giada, Font of Hope normal en","Collector number: 141
Set code: FDN
Set name: Foundations
Foil: normal
Rarity: rare
type_line: Legendary Creature — Angel
color_identity: W
colors: W
mana_cost: {1}{W}
oracle_text: Flying, vigilance
Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.
Language: en"
Intangible Virtue normal en,"Collector number: 295
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: special
type_line: Enchantment
color_identity: W
colors: W
mana_cost: {1}{W}
oracle_text: Creature tokens you control get +1/+1 and have vigilance.
Language: en"
Swiftfoot Boots normal en,"Collector number: 58
Set code: BRR
Set name: The Brothers' War Retro Artifacts
Foil: normal
Rarity: uncommon
type_line: Artifact — Equipment
color_identity: 
colors: 
mana_cost: {2}
oracle_text: Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
Language: en"
Temporal Isolation normal en,"Collector number: 48
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: common
type_line: Enchantment — Aura
color_identity: W
colors: W
mana_cost: {1}{W}
oracle_text: Flash
Enchant creature
Enchanted creature has shadow. (It can block or be blocked by only creatures with shadow.)
Prevent all damage that would be dealt by enchanted creature.
Language: en"
Glorious Protector normal en,"Collector number: 335
Set code: KHM
Set name: Kaldheim
Foil: normal
Rarity: rare
type_line: Creature — Angel Cleric
color_identity: W
colors: W
mana_cost: {2}{W}{W}
oracle_text: Flash
Flying
When this creature enters, you may exile any number of non-Angel creatures you control until this creature leaves the battlefield.
Foretell {2}{W}
Language: en"
"Zirda, the Dawnwaker normal en","Collector number: 65
Set code: MUL
Set name: Multiverse Legends
Foil: normal
Rarity: rare
type_line: Legendary Creature — Elemental Fox
color_identity: R, W
colors: R, W
mana_cost: {1}{R/W}{R/W}
oracle_text: Companion — Each permanent card in your starting deck has an activated ability. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.)
Abilities you activate that aren't mana abilities cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.
{1}, {T}: Target creature can't block this turn.
Language: en"
Search for Tomorrow foil en,"Collector number: 229
Set code: TSR
Set name: Time Spiral Remastered
Foil: foil
Rarity: common
type_line: Sorcery
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: Search your library for a basic land card, put it onto the battlefield, then shuffle.
Suspend 2—{G} (Rather than cast this card from your hand, you may pay {G} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)
Language: en"
Coiling Rebirth foil en,"Collector number: 86
Set code: BLB
Set name: Bloomburrow
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: B
colors: B
mana_cost: {3}{B}{B}
oracle_text: Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Return target creature card from your graveyard to the battlefield. Then if the gift was promised and that creature isn't legendary, create a token that's a copy of that creature, except it's 1/1.
Language: en"
Ambling Stormshell normal en,"Collector number: 332
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: normal
Rarity: rare
type_line: Creature — Turtle
color_identity: U
colors: U
mana_cost: {3}{U}{U}
oracle_text: Ward {2}
Whenever this creature attacks, put three stun counters on it and draw three cards. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Whenever you cast a Turtle spell, untap this creature.
Language: en"
Mishra's Foundry normal en,"Collector number: 372
Set code: BRO
Set name: The Brothers' War
Foil: normal
Rarity: rare
type_line: Land
color_identity: 
colors: 
mana_cost: 
oracle_text: {T}: Add {C}.
{2}: This land becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{1}, {T}: Target attacking Assembly-Worker gets +2/+2 until end of turn.
Language: en"
Exchange of Words normal en,"Collector number: 45
Set code: UNF
Set name: Unfinity
Foil: normal
Rarity: rare
type_line: Enchantment
color_identity: U
colors: U
mana_cost: {1}{U}{U}
oracle_text: When this enchantment enters, choose two target creatures. For as long as this enchantment remains on the battlefield, exchange the text boxes of those creatures.
Language: en"
"Anafenza, Unyielding Lineage normal en","Collector number: 2
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: normal
Rarity: rare
type_line: Legendary Creature — Spirit Soldier
color_identity: W
colors: W
mana_cost: {2}{W}
oracle_text: Flash
First strike
Whenever another nontoken creature you control dies, Anafenza endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)
Language: en"
Counterpoint normal en,"Collector number: 351
Set code: MKC
Set name: Murders at Karlov Manor Commander
Foil: normal
Rarity: rare
type_line: Instant
color_identity: B, U
colors: B, U
mana_cost: {3}{U}{B}
oracle_text: Counter target spell. You may cast a creature, instant, sorcery, or planeswalker spell from your graveyard with mana value less than or equal to that spell's mana value without paying its mana cost.
Language: en"
