Title,Description
normal Aeon Chronicler,"Set code: TSR
Set name: Time Spiral Remastered
Collector number: 51
Rarity: rare
type_line: Creature — Avatar
Language: en
mana_cost: {3}{U}{U}
color_identity: U
colors: U
oracle_text: Aeon Chronicler's power and toughness are each equal to the number of cards in your hand.
Suspend X—{X}{3}{U}. X can't be 0.
Whenever a time counter is removed from this card while it's exiled, draw a card."
normal Aetherflux Conduit,"Set code: DRC
Set name: Aetherdrift Commander
Collector number: 33
Rarity: rare
type_line: Artifact
Language: en
mana_cost: {6}
color_identity: 
colors: 
oracle_text: Whenever you cast a spell, you get an amount of {E} (energy counters) equal to the amount of mana spent to cast that spell.
{T}, Pay fifty {E}: Draw seven cards. You may cast any number of spells from your hand without paying their mana costs."
normal Aether Revolt,"Set code: MH3
Set name: Modern Horizons 3
Collector number: 113
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {2}{R}{R}
color_identity: R
colors: R
oracle_text: Revolt — As long as a permanent left the battlefield under your control this turn, if a source you control would deal noncombat damage to an opponent or a permanent an opponent controls, it deals that much damage plus 2 instead.
Whenever you get one or more {E}, this enchantment deals that much damage to any target."
normal Aether Vial,"Set code: MB2
Set name: Mystery Booster 2
Collector number: 216
Rarity: uncommon
type_line: Artifact
Language: en
mana_cost: {1}
color_identity: 
colors: 
oracle_text: At the beginning of your upkeep, you may put a charge counter on this artifact.
{T}: You may put a creature card with mana value equal to the number of charge counters on this artifact from your hand onto the battlefield."
foil Afterburner Expert,"Set code: DFT
Set name: Aetherdrift
Collector number: 150
Rarity: rare
type_line: Creature — Goblin Artificer
Language: en
mana_cost: {2}{G}
color_identity: G
colors: G
oracle_text: Exhaust — {2}{G}{G}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)
Whenever you activate an exhaust ability, return this card from your graveyard to the battlefield."
normal Agonasaur Rex,"Set code: DFT
Set name: Aetherdrift
Collector number: 343
Rarity: rare
type_line: Creature — Dinosaur
Language: en
mana_cost: {3}{G}{G}
color_identity: G
colors: G
oracle_text: Trample
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)
When you cycle this card, put two +1/+1 counters on up to one target creature or Vehicle. It gains trample and indestructible until end of turn."
"foil Akroma, Angel of Fury","Set code: TSR
Set name: Time Spiral Remastered
Collector number: 150
Rarity: mythic
type_line: Legendary Creature — Angel
Language: en
mana_cost: {5}{R}{R}{R}
color_identity: R
colors: R
oracle_text: This spell can't be countered.
Flying, trample, protection from white and from blue
{R}: Akroma gets +1/+0 until end of turn.
Morph {3}{R}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
foil Akroma's Memorial,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1527
Rarity: mythic
type_line: Legendary Artifact
Language: en
mana_cost: {7}
color_identity: 
colors: 
oracle_text: Creatures you control have flying, first strike, vigilance, trample, haste, and protection from black and from red."
"normal Akroma, Vision of Ixidor","Set code: CMR
Set name: Commander Legends
Collector number: 2
Rarity: mythic
type_line: Legendary Creature — Angel
Language: en
mana_cost: {5}{W}{W}
color_identity: W
colors: W
oracle_text: Flying, first strike, vigilance, trample
At the beginning of each combat, until end of turn, each other creature you control gets +1/+1 if it has flying, +1/+1 if it has first strike, and so on for double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, protection, reach, trample, vigilance, and partner.
Partner"
"foil Alela, Cunning Conqueror","Set code: WOC
Set name: Wilds of Eldraine Commander
Collector number: 34
Rarity: mythic
type_line: Legendary Creature — Faerie Warlock
Language: en
mana_cost: {2}{U}{B}
color_identity: B, U
colors: B, U
oracle_text: Flying
Whenever you cast your first spell during each opponent's turn, create a 1/1 black Faerie Rogue creature token with flying.
Whenever one or more Faeries you control deal combat damage to a player, goad target creature that player controls."
etched Altaïr Ibn-La'Ahad,"Set code: ACR
Set name: Assassin's Creed
Collector number: 225
Rarity: mythic
type_line: Legendary Creature — Human Assassin
Language: en
mana_cost: {R}{W}{B}
color_identity: B, R, W
colors: B, R, W
oracle_text: First strike
Whenever Altaïr attacks, exile up to one target Assassin creature card from your graveyard with a memory counter on it. Then for each creature card you own in exile with a memory counter on it, create a tapped and attacking token that's a copy of it. Exile those tokens at end of combat."
foil Angelfire Ignition,"Set code: INR
Set name: Innistrad Remastered
Collector number: 229
Rarity: rare
type_line: Sorcery
Language: en
mana_cost: {1}{R}{W}
color_identity: R, W
colors: R, W
oracle_text: Put two +1/+1 counters on target creature. It gains vigilance, trample, lifelink, indestructible, and haste until end of turn.
Flashback {2}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
normal Angel's Grace,"Set code: TSR
Set name: Time Spiral Remastered
Collector number: 4
Rarity: rare
type_line: Instant
Language: en
mana_cost: {W}
color_identity: W
colors: W
oracle_text: Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
You can't lose the game this turn and your opponents can't win the game this turn. Until end of turn, damage that would reduce your life total to less than 1 reduces it to 1 instead."
normal Angel of Salvation,"Set code: TSR
Set name: Time Spiral Remastered
Collector number: 3
Rarity: rare
type_line: Creature — Angel
Language: en
mana_cost: {6}{W}{W}
color_identity: W
colors: W
oracle_text: Flash; convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Flying
When this creature enters, prevent the next 5 damage that would be dealt this turn to any number of targets, divided as you choose."
normal Archivist of Oghma,"Set code: PLST
Set name: The List
Collector number: CLB-4
Rarity: rare
type_line: Creature — Halfling Cleric
Language: en
mana_cost: {1}{W}
color_identity: W
colors: W
oracle_text: Flash
Whenever an opponent searches their library, you gain 1 life and draw a card."
normal Archmage Emeritus,"Set code: STX
Set name: Strixhaven: School of Mages
Collector number: 295
Rarity: rare
type_line: Creature — Human Wizard
Language: en
mana_cost: {2}{U}{U}
color_identity: U
colors: U
oracle_text: Magecraft — Whenever you cast or copy an instant or sorcery spell, draw a card."
normal Archmage of Runes,"Set code: FDN
Set name: Foundations
Collector number: 450
Rarity: rare
type_line: Creature — Giant Wizard
Language: en
mana_cost: {3}{U}{U}
color_identity: U
colors: U
oracle_text: Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, draw a card."
normal Arch of Orazca,"Set code: TSR
Set name: Time Spiral Remastered
Collector number: 404
Rarity: special
type_line: Land
Language: en
mana_cost: 
color_identity: 
colors: 
oracle_text: Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{T}: Add {C}.
{5}, {T}: Draw a card. Activate only if you have the city's blessing."
foil Archway of Innovation,"Set code: MH3
Set name: Modern Horizons 3
Collector number: 350
Rarity: rare
type_line: Land
Language: en
mana_cost: 
color_identity: U
colors: 
oracle_text: This land enters tapped unless you control an Island.
{T}: Add {U}.
{U}, {T}: The next spell you cast this turn has improvise. (Your artifacts can help cast that spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)"
normal Arena of Glory,"Set code: MH3
Set name: Modern Horizons 3
Collector number: 215
Rarity: rare
type_line: Land
Language: en
mana_cost: 
color_identity: R
colors: 
oracle_text: This land enters tapped unless you control a Mountain.
{T}: Add {R}.
{R}, {T}, Exert this land: Add {R}{R}. If that mana is spent on a creature spell, it gains haste until end of turn. (An exerted permanent won't untap during your next untap step.)"
foil Audience with Trostani,"Set code: PMKM
Set name: Murders at Karlov Manor Promos
Collector number: 152s
Rarity: rare
type_line: Sorcery
Language: en
mana_cost: {2}{G}
color_identity: G
colors: G
oracle_text: Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control."
normal Authority of the Consuls,"Set code: FDN
Set name: Foundations
Collector number: 137
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {W}
color_identity: W
colors: W
oracle_text: Creatures your opponents control enter tapped.
Whenever a creature an opponent controls enters, you gain 1 life."
normal Aven Interrupter,"Set code: OTJ
Set name: Outlaws of Thunder Junction
Collector number: 4
Rarity: rare
type_line: Creature — Bird Rogue
Language: en
mana_cost: {1}{W}{W}
color_identity: W
colors: W
oracle_text: Flash
Flying
When this creature enters, exile target spell. It becomes plotted. (Its owner may cast it as a sorcery on a later turn without paying its mana cost.)
Spells your opponents cast from graveyards or from exile cost {2} more to cast."
foil Authority of the Consuls,"Set code: FDN
Set name: Foundations
Collector number: 137
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {W}
color_identity: W
colors: W
oracle_text: Creatures your opponents control enter tapped.
Whenever a creature an opponent controls enters, you gain 1 life."
foil Horizon Canopy,"Set code: LTC
Set name: Tales of Middle-earth Commander
Collector number: 366
Rarity: mythic
type_line: Land
Language: en
mana_cost: 
color_identity: G, W
colors: 
oracle_text: {T}, Pay 1 life: Add {G} or {W}.
{1}, {T}, Sacrifice this land: Draw a card."
normal Ancient Tomb,"Set code: LTC
Set name: Tales of Middle-earth Commander
Collector number: 357
Rarity: mythic
type_line: Land
Language: en
mana_cost: 
color_identity: 
colors: 
oracle_text: {T}: Add {C}{C}. This land deals 2 damage to you."
normal Balustrade Wurm,"Set code: DSK
Set name: Duskmourn: House of Horror
Collector number: 168
Rarity: rare
type_line: Creature — Wurm
Language: en
mana_cost: {3}{G}{G}
color_identity: G
colors: G
oracle_text: This spell can't be countered.
Trample, haste
Delirium — {2}{G}{G}: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only if there are four or more card types among cards in your graveyard and only as a sorcery."
normal Balustrade Wurm,"Set code: DSK
Set name: Duskmourn: House of Horror
Collector number: 319
Rarity: rare
type_line: Creature — Wurm
Language: en
mana_cost: {3}{G}{G}
color_identity: G
colors: G
oracle_text: This spell can't be countered.
Trample, haste
Delirium — {2}{G}{G}: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only if there are four or more card types among cards in your graveyard and only as a sorcery."
normal Banner of Kinship,"Set code: FDN
Set name: Foundations
Collector number: 127
Rarity: rare
type_line: Artifact
Language: en
mana_cost: {5}
color_identity: 
colors: 
oracle_text: As this artifact enters, choose a creature type. This artifact enters with a fellowship counter on it for each creature you control of the chosen type.
Creatures you control of the chosen type get +1/+1 for each fellowship counter on this artifact."
foil Barbed Servitor,"Set code: MKM
Set name: Murders at Karlov Manor
Collector number: 77
Rarity: rare
type_line: Artifact Creature — Construct
Language: en
mana_cost: {3}{B}
color_identity: B
colors: B
oracle_text: Indestructible
When this creature enters, suspect it. (It has menace and can't block.)
Whenever this creature deals combat damage to a player, you draw a card and you lose 1 life.
Whenever this creature is dealt damage, target opponent loses that much life."
normal Basalt Monolith,"Set code: MB2
Set name: Mystery Booster 2
Collector number: 217
Rarity: uncommon
type_line: Artifact
Language: en
mana_cost: {3}
color_identity: 
colors: 
oracle_text: This artifact doesn't untap during your untap step.
{T}: Add {C}{C}{C}.
{3}: Untap this artifact."
foil Primal Vigor,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1749
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {4}{G}
color_identity: G
colors: G
oracle_text: If one or more tokens would be created, twice that many of those tokens are created instead.
If one or more +1/+1 counters would be put on a creature, twice that many +1/+1 counters are put on that creature instead."
normal Battle for Bretagard,"Set code: KHM
Set name: Kaldheim
Collector number: 203
Rarity: rare
type_line: Enchantment — Saga
Language: en
mana_cost: {1}{G}{W}
color_identity: G, W
colors: G, W
oracle_text: (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create a 1/1 white Human Warrior creature token.
II — Create a 1/1 green Elf Warrior creature token.
III — Choose any number of artifact tokens and/or creature tokens you control with different names. For each of them, create a token that's a copy of it."
normal Primal Vigor,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1749
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {4}{G}
color_identity: G
colors: G
oracle_text: If one or more tokens would be created, twice that many of those tokens are created instead.
If one or more +1/+1 counters would be put on a creature, twice that many +1/+1 counters are put on that creature instead."
normal Become Immense,"Set code: TSR
Set name: Time Spiral Remastered
Collector number: 358
Rarity: special
type_line: Instant
Language: en
mana_cost: {5}{G}
color_identity: G
colors: G
oracle_text: Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Target creature gets +6/+6 until end of turn."
normal Bribery,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1786
Rarity: rare
type_line: Sorcery
Language: en
mana_cost: {3}{U}{U}
color_identity: U
colors: U
oracle_text: Search target opponent's library for a creature card and put that card onto the battlefield under your control. Then that player shuffles."
normal Drown in the Loch,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1790
Rarity: rare
type_line: Instant
Language: en
mana_cost: {U}{B}
color_identity: B, U
colors: B, U
oracle_text: Choose one —
• Counter target spell with mana value less than or equal to the number of cards in its controller's graveyard.
• Destroy target creature with mana value less than or equal to the number of cards in its controller's graveyard."
normal Stifle,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1787
Rarity: rare
type_line: Instant
Language: en
mana_cost: {U}
color_identity: U
colors: U
oracle_text: Counter target activated or triggered ability. (Mana abilities can't be targeted.)"
normal Delay,"Set code: SLD
Set name: Secret Lair Drop
Collector number: 1788
Rarity: rare
type_line: Instant
Language: en
mana_cost: {1}{U}
color_identity: U
colors: U
oracle_text: Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)"
"foil Beza, the Bounding Spring","Set code: BLB
Set name: Bloomburrow
Collector number: 2
Rarity: mythic
type_line: Legendary Creature — Elemental Elk
Language: en
mana_cost: {2}{W}{W}
color_identity: W
colors: W
oracle_text: When Beza enters, create a Treasure token if an opponent controls more lands than you. You gain 4 life if an opponent has more life than you. Create two 1/1 blue Fish creature tokens if an opponent controls more creatures than you. Draw a card if an opponent has more cards in hand than you."
"foil Beza, the Bounding Spring","Set code: BLB
Set name: Bloomburrow
Collector number: 287
Rarity: mythic
type_line: Legendary Creature — Elemental Elk
Language: en
mana_cost: {2}{W}{W}
color_identity: W
colors: W
oracle_text: When Beza enters, create a Treasure token if an opponent controls more lands than you. You gain 4 life if an opponent has more life than you. Create two 1/1 blue Fish creature tokens if an opponent controls more creatures than you. Draw a card if an opponent has more cards in hand than you."
foil Birthing Ritual,"Set code: MH3
Set name: Modern Horizons 3
Collector number: 146
Rarity: mythic
type_line: Enchantment
Language: en
mana_cost: {1}{G}
color_identity: G
colors: G
oracle_text: At the beginning of your end step, if you control a creature, look at the top seven cards of your library. Then you may sacrifice a creature. If you do, you may put a creature card with mana value X or less from among those cards onto the battlefield, where X is 1 plus the sacrificed creature's mana value. Put the rest on the bottom of your library in a random order."
normal Blazemire Verge,"Set code: DSK
Set name: Duskmourn: House of Horror
Collector number: 329
Rarity: rare
type_line: Land
Language: en
mana_cost: 
color_identity: B, R
colors: 
oracle_text: {T}: Add {B}.
{T}: Add {R}. Activate only if you control a Swamp or a Mountain."
normal Blightstep Pathway // Searstep Pathway,"Set code: KHM
Set name: Kaldheim
Collector number: 291
Rarity: rare
type_line: Land // Land
Language: en
mana_cost: 
color_identity: B, R
colors: 
oracle_text: "
normal Bloodletter of Aclazotz,"Set code: LCI
Set name: The Lost Caverns of Ixalan
Collector number: 92
Rarity: mythic
type_line: Creature — Vampire Demon
Language: en
mana_cost: {1}{B}{B}{B}
color_identity: B
colors: B
oracle_text: Flying
If an opponent would lose life during your turn, they lose twice that much life instead. (Damage causes loss of life.)"
normal Blood Pact,"Set code: PLST
Set name: The List
Collector number: MID-88
Rarity: common
type_line: Instant
Language: en
mana_cost: {2}{B}
color_identity: B
colors: B
oracle_text: Target player draws two cards and loses 2 life."
normal Bloodstained Mire,"Set code: MH3
Set name: Modern Horizons 3
Collector number: 216
Rarity: rare
type_line: Land
Language: en
mana_cost: 
color_identity: 
colors: 
oracle_text: {T}, Pay 1 life, Sacrifice this land: Search your library for a Swamp or Mountain card, put it onto the battlefield, then shuffle."
foil Bonehoard Dracosaur,"Set code: LCI
Set name: The Lost Caverns of Ixalan
Collector number: 134
Rarity: mythic
type_line: Creature — Dinosaur Dragon
Language: en
mana_cost: {3}{R}{R}
color_identity: R
colors: R
oracle_text: Flying, first strike
At the beginning of your upkeep, exile the top two cards of your library. You may play them this turn. If you exiled a land card this way, create a 3/1 red Dinosaur creature token. If you exiled a nonland card this way, create a Treasure token."
"foil Bonny Pall, Clearcutter","Set code: OTJ
Set name: Outlaws of Thunder Junction
Collector number: 349
Rarity: rare
type_line: Legendary Creature — Giant Scout
Language: en
mana_cost: {3}{G}{U}{U}
color_identity: G, U
colors: G, U
oracle_text: Reach
When Bonny Pall enters, create Beau, a legendary blue Ox creature token with ""Beau's power and toughness are each equal to the number of lands you control.""
Whenever you attack, draw a card, then you may put a land card from your hand or graveyard onto the battlefield."
normal Boom // Bust,"Set code: TSR
Set name: Time Spiral Remastered
Collector number: 156
Rarity: rare
type_line: Sorcery // Sorcery
Language: en
mana_cost: {1}{R} // {5}{R}
color_identity: R
colors: R
oracle_text: "
normal Boompile,"Set code: CMM
Set name: Commander Masters
Collector number: 371
Rarity: rare
type_line: Artifact
Language: en
mana_cost: {4}
color_identity: 
colors: 
oracle_text: {T}: Flip a coin. If you win the flip, destroy all nonland permanents."
foil Boosted Sloop,"Set code: DFT
Set name: Aetherdrift
Collector number: 320
Rarity: uncommon
type_line: Artifact — Vehicle
Language: en
mana_cost: {1}{U}{R}
color_identity: R, U
colors: R, U
oracle_text: Menace
Whenever you attack, draw a card, then discard a card.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)"
"normal Boromir, Warden of the Tower","Set code: LTR
Set name: The Lord of the Rings: Tales of Middle-earth
Collector number: 4
Rarity: rare
type_line: Legendary Creature — Human Soldier
Language: en
mana_cost: {2}{W}
color_identity: W
colors: W
oracle_text: Vigilance
Whenever an opponent casts a spell, if no mana was spent to cast it, counter that spell.
Sacrifice Boromir: Creatures you control gain indestructible until end of turn. The Ring tempts you."
foil Boros Guildgate,"Set code: RVR
Set name: Ravnica Remastered
Collector number: 398
Rarity: common
type_line: Land — Gate
Language: en
mana_cost: 
color_identity: R, W
colors: 
oracle_text: This land enters tapped.
{T}: Add {R} or {W}."
normal Branching Evolution,"Set code: MH3
Set name: Modern Horizons 3
Collector number: 285
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {2}{G}
color_identity: G
colors: G
oracle_text: If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead."
"normal Brass's Tunnel-Grinder // Tecutlan, the Searing Rift","Set code: LCI
Set name: The Lost Caverns of Ixalan
Collector number: 373
Rarity: rare
type_line: Legendary Artifact // Legendary Land — Cave
Language: en
mana_cost: 
color_identity: R
colors: 
oracle_text: "
foil Burning-Tree Emissary,"Set code: 2X2
Set name: Double Masters 2022
Collector number: 374
Rarity: common
type_line: Creature — Human Shaman
Language: en
mana_cost: {R/G}{R/G}
color_identity: G, R
colors: G, R
oracle_text: When this creature enters, add {R}{G}."
normal Burning-Rune Demon,"Set code: KHM
Set name: Kaldheim
Collector number: 81
Rarity: mythic
type_line: Creature — Demon Berserker
Language: en
mana_cost: {4}{B}{B}
color_identity: B
colors: B
oracle_text: Flying
When this creature enters, you may search your library for exactly two cards not named Burning-Rune Demon that have different names. If you do, reveal those cards. An opponent chooses one of them. Put the chosen card into your hand and the other into your graveyard, then shuffle."
normal Call of the Ring,"Set code: LTR
Set name: The Lord of the Rings: Tales of Middle-earth
Collector number: 79
Rarity: rare
type_line: Enchantment
Language: en
mana_cost: {1}{B}
color_identity: B
colors: B
oracle_text: At the beginning of your upkeep, the Ring tempts you.
Whenever you choose a creature as your Ring-bearer, you may pay 2 life. If you do, draw a card."
"etched Caduceus, Staff of Hermes","Set code: ACR
Set name: Assassin's Creed
Collector number: 173
Rarity: rare
type_line: Legendary Artifact — Equipment
Language: en
mana_cost: {2}{W}
color_identity: W
colors: W
oracle_text: Equipped creature has lifelink.
As long as you have 30 or more life, equipped creature gets +5/+5 and has indestructible and ""Prevent all damage that would be dealt to this creature.""
Equip {W}{W}"
normal Callous Bloodmage,"Set code: STX
Set name: Strixhaven: School of Mages
Collector number: 302
Rarity: rare
type_line: Creature — Vampire Warlock
Language: en
mana_cost: {2}{B}
color_identity: B
colors: B
oracle_text: When this creature enters, choose one —
• Create a 1/1 black and green Pest creature token with ""When this token dies, you gain 1 life.""
• You draw a card and you lose 1 life.
• Exile target player's graveyard."
